E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""Activism doesn't always empower"", ""became not just platforms"", ""No one would respond"", ""don’t fully agree""","Official standards suggest avoiding words like ""no"" or ""don't."" It is clearer to say ""Activism sometimes makes people feel weak"" instead of ""doesn't always empower.""",Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""demanding"", ""empowering"", ""silencing"", ""capturing"", ""mobilisation"".","Gerunds (-ing) turn actions into abstract concepts. E2R suggests using simple, direct verbs like ""Students demand change.",Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,The text is in standard journalistic paragraphs.,,Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""Yung Mo"", ""Wo Lei Fei"", ""extradition"", ""paradox"".","Foreign phrases and Latin-root academic words (like ""paradox"") are considered ""difficult words."" They should be replaced with simple descriptions.",Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"Uses ""activism"", ""protest"", ""mass movement"", and ""advocacy"" for similar concepts.","E2R rules state: ""Always use the same word for the same thing.""",Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""initially"", ""quickly"", ""purely"", ""credibly"", ""publicly"", ""altogether"".",Adverbs make sentences long and complicated. Official guidelines suggest deleting them.,Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""loudest"", ""most popular"", ""larger"", ""third-largest"" (from context).",Comparisons and superlatives add a layer of logic that can be hard for literal thinkers.,Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""exclude, silence, and polarise"", ""campus welfare to academic policy"".",Lists of three or more items must be formatted as bullet points according to official E2R layout standards.,Gemini,,0.0,3,https://theconversation.com/activism-doesnt-always-empower-students-in-hong-kong-it-has-silenced-them-too-263682,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Not identified by the tool,,Not used,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Not identified by the tool,,Not used,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""PhD""","officially an abbreviation, but is generally used as the common word, with many people not even knowing what the abbreviation stands for anymore",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,,,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,,Not used,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""one year""","Tool output: Official E2R rules specify that you should always use digits (""1"") instead of writing numbers as words (""one""), as digits are more visually distinct.",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"The tool identified correctly that the website does not use passive language, in the ""true"" grammatical sense. After more prompts, it highlights issues of the phrasing of the text it calls ""passive-style phrasing"" and ""hidden verbs"".","Tool output: ""While mostly active..."" 1. Hidden Verbs (Nominalizations)

E2R methodology requires using active verbs. This text often turns actions into nouns, which makes the sentence feel passive and harder to process.; Lack of a Clear Subject (Agent)
Passive language often hides who is performing the action. This creates ""distancing,"" which E2R strictly prohibits.; Stative Verbs instead of Action Verbs: E2R methodology prefers ""doing"" words. This text uses ""state"" words that feel static and passive.""",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,The text remains positive and assertive.,,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""Studying"", ""completing"", ""pioneering"", ""world-leading"".","tool output: Gerunds (-ing) create ""nominalization"" (turning actions into abstract concepts). E2R suggests using simple, direct verbs.",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,Multiple sentences are grouped together in paragraphs.,Official layout standards require each sentence to start on its own line to help the reader focus.,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""PhD"" (from Latin).","Tool output: ""While the text is in English, it uses ""academic Latinate"" terms that function like a foreign language to those who need E2R.

    ""Undergraduate"" and ""Postgraduate"": These are technical terms derived from Latin. To an E2R reader, these are unknown words.

    ""PhD"": This is an abbreviation of Philosophiae Doctor. E2R guidelines forbid abbreviations from other languages."".",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"Uses ""course"", ""programme"", and ""study"" interchangeably.","tool output: Official guidelines: ""Always use the same word to describe the same thing."" Consistency is vital for comprehension.",Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""usually"", ""quickly"".",tool output: Adverbs often add unnecessary complexity. E2R suggests being direct,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""world-leading"", ""unique"", ""incredible"".",,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""...time, space and opportunity."" / ""...campus, vibrant city, and the incredible opportunities...""",The web page uses both list in bullet point forms as well as in comma form. Often the comma form is used in a bullet point summation.,Gemini,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Not identified by the tool,,Not used on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Not identified by the tool,,Not used on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Not identified by the tool,,Not used on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,,"The main body text uses standard punctuation (periods, commas, apostrophes) but does not include either etc. or ellipses.",ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,,Not used on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Not identified by the tool,,Not used on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Spelling
E2R Guidelines about Grammar,Passive language/voice,Not identified by the tool,,There is no passive language on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,,No negative sentences are found on the page,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,Found in: Studying for a master's course; completing an undergraduate course,,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Partially identified by the tool,,"On the page some sentences start on a new line, but most of them don't. The tool misidentified this.",ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Not identified by the tool,,No language other than English was found on the page.,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""skills”, “knowledge”, “experiences”

“career”, “jobs market”, “employers”

“develop”, “gain”, “prepare”",,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"Detected adverbs: ""Quickly"", ""Usually""",,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""World-leading"", ""Most"" (implied in ""set you apart"" contect - promotional superlative language)",,ChatGPT,,0.0,3,https://www.manchester.ac.uk/study/masters/why-masters-study/,Vocabulary
